scene	track	start_ms	end_ms	text	campaign	block	timing_basis_movie	timing_status
0x36	secondary_ms	23290	28350	자는 다음 천 년을 지배한다고 전해집니다.	The Wizard's Isle	Intro	MIXWIZ16.SMK	voice_aligned_split
0x36	secondary_ms	29270	37290	경쟁자들도 군도의 등장을 알고\n정복할 계획을 세우고 있을 것입니다.	The Wizard's Isle	Intro	MIXWIZ16.SMK	voice_aligned
0x37	secondary_ms	270	6090	섬 주민들을 통해 오래된\n도서관의 위치를 알아냈습니다.	The Wizard's Isle	After Winning Map 1	MIXWIZ17.SMK	voice_aligned
0x37	secondary_ms	6530	13470	그 안에는 거의 끝이 없는\n신비한 지식이 쌓여 있습니다.	The Wizard's Isle	After Winning Map 1	MIXWIZ17.SMK	voice_aligned
0x37	secondary_ms	13610	21310	무엇보다 먼지 쌓인 책 속에는 마법의\n샘에 관한 정보가 있을 것입니다.	The Wizard's Isle	After Winning Map 1	MIXWIZ17.SMK	voice_aligned
0x37	secondary_ms	21730	27750	그 정보가 있으면 샘을 찾아내\n당신의 뜻에 묶어 둘 수 있습니다.	The Wizard's Isle	After Winning Map 1	MIXWIZ17.SMK	voice_aligned
0x37	secondary_ms	28250	34610	도서관이 있는 크로노스\n시를 점령하십시오.	The Wizard's Isle	After Winning Map 1	MIXWIZ17.SMK	voice_aligned
0x38	secondary_ms	110	7590	도서관을 조사해 마법의 샘이\n있는 곳을 알아냈습니다.	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned
0x38	secondary_ms	8170	12670	하지만 경쟁자 하나가 이미\n그곳을 차지했습니다.	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned
0x38	secondary_ms	13550	17540	크로노스 도서관의 지식이\n없으니 힘을 다루려면	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned_split
0x38	secondary_ms	17540	24210	시간이 걸릴 것입니다. 하지만\n성공하면 막을 수 없습니다.	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned_split
0x38	secondary_ms	25350	32090	도서관은 강력한 유물의\n존재도 알려 주었습니다.	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned
0x38	secondary_ms	32930	38430	그 유물은 가까이 있는 모든\n마법을 완전히 무효로 만듭니다.	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned_split
0x38	secondary_ms	38430	43250	경쟁 대마법사를 상대하기에\n가장 알맞은 무기입니다.	The Wizard's Isle	After Winning Map 2	MIXWIZ18.SMK	voice_aligned_split
0x39	secondary_ms	190	7390	이제 무효의 구를 손에 넣었으니\n승리는 거의 확실합니다.	The Wizard's Isle	After Winning Map 3	MIXWIZ19.SMK	voice_aligned
0x39	secondary_ms	7690	12020	하지만 시간이 없으니 서두르십시오.	The Wizard's Isle	After Winning Map 3	MIXWIZ19.SMK	voice_aligned_split
0x39	secondary_ms	12020	18010	경쟁자가 마법의 샘을 지배하면 무효의\n구도 그 힘을 막지 못합니다.	The Wizard's Isle	After Winning Map 3	MIXWIZ19.SMK	voice_aligned_split
0x3A	secondary_ms	70	6850	모든 경쟁자를 물리쳐 달아나게 했습니다.\n마법의 샘은 이제 당신의 것입니다.	The Wizard's Isle	You've Won!	MIXWIZ20.SMK	voice_aligned
0x3A	secondary_ms	7610	14210	새로운 마법의 시대를 열고\n시간의 비밀도 풀 수 있습니다.	The Wizard's Isle	You've Won!	MIXWIZ20.SMK	voice_aligned
0x3A	secondary_ms	15090	19870	이 힘을 현명하게 사용하십시오.\n그러면 어떤 세계에서도	The Wizard's Isle	You've Won!	MIXWIZ20.SMK	voice_aligned_split
0x3A	secondary_ms	19870	23070	가장 위대한 마법사가 될 것입니다.	The Wizard's Isle	You've Won!	MIXWIZ20.SMK	voice_aligned_split
0x3B	secondary_ms	110	2260	알베론 경을 위해 먼 섬으로 가던 중	The Voyage Home	Intro	MIXVOY21.SMK	voice_aligned_split
0x3B	secondary_ms	2260	6310	갑작스럽고 거센 폭풍에\n배가 부서졌습니다.	The Voyage Home	Intro	MIXVOY21.SMK	voice_aligned_split
0x3B	secondary_ms	6670	11530	나와 몇 안 되는 선원은 간신히 이름\n모를 섬의 해안에 닿았습니다.	The Voyage Home	Intro	MIXVOY21.SMK	voice_aligned
0x3B	secondary_ms	11910	16710	이제 본토의 고향으로 돌아갈\n만큼 큰 배를 만들어야 합니다.	The Voyage Home	Intro	MIXVOY21.SMK	voice_aligned
0x3C	secondary_ms	230	4110	항해는 순조롭게 이어지고 있으며\n보름 뒤면 고향에 도착할 것입니다.	The Voyage Home	After Winning Map 1	MIXVOY22.SMK	voice_aligned
0x3C	secondary_ms	4650	8450	뜻밖에도 악명 높은 해적\n군도를 우연히 찾아냈습니다.	The Voyage Home	After Winning Map 1	MIXVOY22.SMK	voice_aligned
0x3C	secondary_ms	9110	13380	이 해적들은 오랫동안 알베론 경의\n왕국 해안을 약탈했습니다.	The Voyage Home	After Winning Map 1	MIXVOY22.SMK	voice_aligned_split
0x3C	secondary_ms	13380	18550	여정을 계속하기 전에 두목을 찾아\n없애는 것이 나의 의무입니다.	The Voyage Home	After Winning Map 1	MIXVOY22.SMK	voice_aligned_split
0x3D	secondary_ms	110	3950	어제 안개를 틈타 고향에 돌아왔습니다.	The Voyage Home	After Winning Map 2	MIXVOY23.SMK	voice_aligned
0x3D	secondary_ms	4350	6390	해변에서 사촌이 나를 맞았습니다.	The Voyage Home	After Winning Map 2	MIXVOY23.SMK	voice_aligned
0x3D	secondary_ms	6730	10610	내가 떠난 사이 내전이 일어났고	The Voyage Home	After Winning Map 2	MIXVOY23.SMK	voice_aligned
0x3D	secondary_ms	10710	18490	반란의 우두머리는 내 누이인 강령술사라고\n했습니다. 나와 매우 가까운 가족입니다.	The Voyage Home	After Winning Map 2	MIXVOY23.SMK	voice_aligned
0x3D	secondary_ms	18970	27180	이제 선택해야 합니다. 오랫동안 나를\n귀하게 대한 알베론 경에게 충성할 것인가	The Voyage Home	After Winning Map 2	MIXVOY23.SMK	voice_aligned_split
0x3D	secondary_ms	27180	32330	더 오래된 피의 인연을 따라\n누이의 뜻을 위해 싸울 것인가.	The Voyage Home	After Winning Map 2	MIXVOY23.SMK	voice_aligned_split
0x3E	secondary_ms	30	4730	나는 알베론 경에게 충성하기로\n했습니다. 이제 누이는 사슬에	The Voyage Home	You've Won! (Map 3)	MIXVOY24.SMK	voice_aligned_split
0x3E	secondary_ms	4730	8450	묶여 끌려가 죽을 때까지\n감옥에 갇힐 것입니다.	The Voyage Home	You've Won! (Map 3)	MIXVOY24.SMK	voice_aligned_split
0x3E	secondary_ms	8770	14330	내 선택은 받아들였지만 이 싸움이\n피를 부르지 않기를 바랐습니다.	The Voyage Home	You've Won! (Map 3)	MIXVOY24.SMK	voice_aligned
0x3F	secondary_ms	50	6610	옛 주군 알베론 경의 성이 멀리서 불타고\n있습니다. 누이와 나는 뜻을 이루었지만	The Voyage Home	You've Won! (Map 4)	MIXVOY25.SMK	voice_aligned_split
0x3F	secondary_ms	6610	12970	내가 맞서 달려오는 모습을 본 주군의\n배신감 어린 눈빛을 잊지 못할 것입니다.	The Voyage Home	You've Won! (Map 4)	MIXVOY25.SMK	voice_aligned_split
